Annual Return,Annual Volatility,Average Losing Trade,Average Winning Trade,CAGR,End Portfolio Value,Losing Trades,MAR Ratio,Max Drawdown,Params,Sharpe Ratio,Sortino Ratio,Start Portfolio Value,Total Return,Total Trades,Winning Trades
0.106856486836,0.156694612081,-0.0551103846192,0.0505968307924,0.0993770133058,12080.0252805,2,0.686588111948,0.144740364094,"{u'open_long': -20.0, u'window': 10.0, u'sigma': 3.0, u'close_long': 8.0}",0.681941040708,0.621020198421,10000.0,0.208002528051,9,6
0.0929669540543,0.154332828134,-0.0458232691308,0.0539187344758,0.0846019972825,11758.3812426,3,0.58583102958,0.14441365003,"{u'open_long': -20.0, u'window': 10.0, u'sigma': 3.0, u'close_long': 4.0}",0.602379643905,0.535242915348,10000.0,0.175838124256,9,6
0.0908896321052,0.144673300743,-0.0509394162549,0.056426695756,0.0839152123756,11743.5355786,3,0.580421826313,0.144576252255,"{u'open_long': -20.0, u'window': 10.0, u'sigma': 3.0, u'close_long': 0.0}",0.628240536704,0.519428339365,10000.0,0.174353557861,9,6
0.0846542243809,0.123517975501,-0.0287627231224,0.0581305225411,0.0801865078229,11663.0984604,4,0.5563468351,0.144130428653,"{u'open_long': -20.0, u'window': 10.0, u'sigma': 3.0, u'close_long': -4.0}",0.685359552224,0.475817980548,10000.0,0.166309846042,9,5
0.0820439754471,0.112296026537,-0.0352885146988,0.03420543202,0.078760416568,11632.4071227,2,0.511983059258,0.153834028575,"{u'open_long': -20.0, u'window': 10.0, u'sigma': 3.0, u'close_long': -12.0}",0.730604438797,0.42065397556,10000.0,0.16324071227,9,7
0.0706918862288,0.112888419919,-0.019553792506,0.0445956798074,0.0665047194785,11370.3109706,4,0.453756052455,0.146564919892,"{u'open_long': -20.0, u'window': 10.0, u'sigma': 3.0, u'close_long': -8.0}",0.626210255044,0.374854867564,10000.0,0.137031097065,9,5
0.0713466222829,0.108437671154,-0.0177220863694,0.0394692345734,0.0677595182144,11397.0088127,7,0.411206390374,0.164782259713,"{u'open_long': -16.0, u'window': 25.0, u'sigma': 2.0, u'close_long': -20.0}",0.657950521473,0.434266403226,10000.0,0.139700881265,14,7
0.0619033198899,0.11020866502,-0.0415630926169,0.0300454299894,0.0574835542713,11179.2904044,2,0.384615088516,0.149457356166,"{u'open_long': -20.0, u'window': 10.0, u'sigma': 3.0, u'close_long': -16.0}",0.561691949343,0.312590175093,10000.0,0.117929040438,9,7
0.0306550434771,0.0714860660668,-0.0120503187508,0.0164052032334,0.0285311247723,10577.1321952,3,0.374420718739,0.0762007104427,"{u'open_long': -16.0, u'window': 30.0, u'sigma': 2.0, u'close_long': -20.0}",0.428825436393,0.195867886653,10000.0,0.0577132195246,9,6
0.0668572008268,0.137372577891,-0.019854221962,0.0170643385591,0.0591632608326,11214.7354418,30,0.346165415747,0.170910374466,"{u'open_long': -8.0, u'window': 25.0, u'sigma': 2.0, u'close_long': -20.0}",0.486685202049,0.454998701787,10000.0,0.121473544184,74,44
